Epoch,| bandwidth,d_loss,d_msstftd,adv_msstftd,feat_msstftd,l1,msspec,penalty,ratio1,g_loss,ratio2,mel,sisnr,adv,feat,duration,| sisnr,| duration
225,,,,,,,,,,,,,,,,,,61.066
226,1.1,1.462,1.462,0.517,0.047,0.013,0.029,0.401,0.368,2.715,173.534,0.229,-7.041,0.517,0.047,718.155,,
226,1.1,,,0.491,0.05,0.014,0.036,,,,,0.253,-6.506,0.491,0.05,94.017,,
227,1.1,1.461,1.461,0.519,0.047,0.013,0.029,0.4,0.37,2.706,174.377,0.229,-7.027,0.519,0.047,716.915,,
227,1.1,,,0.611,0.049,0.014,0.036,,,,,0.252,-6.535,0.611,0.049,98.861,,
228,1.1,1.462,1.462,0.518,0.047,0.013,0.029,0.401,0.369,2.711,171.641,0.228,-7.039,0.518,0.047,719.456,,
228,1.1,,,0.558,0.05,0.014,0.036,,,,,0.252,-6.541,0.558,0.05,88.412,,
229,1.1,1.462,1.462,0.517,0.047,0.013,0.029,0.399,0.364,2.708,178.835,0.229,-7.047,0.517,0.047,714.968,,
229,1.1,,,0.519,0.05,0.014,0.036,,,,,0.252,-6.505,0.519,0.05,89.764,,
230,1.1,1.46,1.46,0.52,0.047,0.013,0.029,0.402,0.371,2.712,179.152,0.228,-7.082,0.52,0.047,716.929,,
230,1.1,,,0.699,0.05,0.014,0.036,,,,,0.252,-6.524,0.699,0.05,93.894,,
231,1.1,1.461,1.461,0.519,0.047,0.013,0.029,0.399,0.366,2.702,181.605,0.228,-7.028,0.519,0.047,719.318,,
231,1.1,,,0.55,0.05,0.014,0.036,,,,,0.252,-6.5,0.55,0.05,88.773,,
232,1.1,1.46,1.46,0.52,0.047,0.013,0.029,0.4,0.372,2.701,184.253,0.228,-7.021,0.52,0.047,721.533,,
232,1.1,,,0.592,0.05,0.014,0.036,,,,,0.252,-6.547,0.592,0.05,90.441,,
233,1.1,1.461,1.461,0.52,0.047,0.013,0.029,0.399,0.37,2.697,180.258,0.228,-7.05,0.52,0.047,718.023,,
233,1.1,,,0.754,0.05,0.014,0.036,,,,,0.252,-6.523,0.754,0.05,88.06,,
234,1.1,1.459,1.459,0.521,0.048,0.013,0.029,0.4,0.372,2.697,184.198,0.228,-7.05,0.521,0.048,733.175,,
234,1.1,,,0.552,0.05,0.014,0.036,,,,,0.252,-6.517,0.552,0.05,98.867,,
235,1.1,1.459,1.459,0.52,0.048,0.013,0.029,0.4,0.369,2.693,183.461,0.228,-7.051,0.52,0.048,732.161,,
235,1.1,,,0.628,0.05,0.014,0.036,,,,,0.252,-6.559,0.628,0.05,98.17,,
236,1.1,1.459,1.459,0.52,0.048,0.013,0.029,0.4,0.373,2.696,184.041,0.228,-7.065,0.52,0.048,721.28,,
236,1.1,,,0.694,0.05,0.014,0.036,,,,,0.253,-6.549,0.694,0.05,108.884,,
237,1.1,1.459,1.459,0.521,0.048,0.013,0.029,0.4,0.38,2.687,188.582,0.228,-7.047,0.521,0.048,742.599,,
237,1.1,,,0.562,0.051,0.014,0.036,,,,,0.252,-6.52,0.562,0.051,91.05,,
238,1.1,1.46,1.46,0.52,0.048,0.013,0.029,0.399,0.374,2.689,185.454,0.228,-7.031,0.52,0.048,719.937,,
238,1.1,,,0.643,0.051,0.014,0.036,,,,,0.252,-6.547,0.643,0.051,92.815,,
239,1.1,1.458,1.458,0.521,0.048,0.013,0.029,0.4,0.373,2.689,183.495,0.228,-7.062,0.521,0.048,720.379,,
239,1.1,,,0.634,0.051,0.014,0.036,,,,,0.252,-6.528,0.634,0.051,94.435,,
240,1.1,1.459,1.459,0.52,0.048,0.013,0.029,0.398,0.371,2.68,186.963,0.228,-7.075,0.52,0.048,718.784,,
240,1.1,,,0.693,0.051,0.014,0.036,,,,,0.252,-6.546,0.693,0.051,108.853,,
241,1.1,1.456,1.456,0.521,0.048,0.013,0.029,0.398,0.372,2.678,186.188,0.229,-7.04,0.521,0.048,722.439,,
241,1.1,,,0.591,0.051,0.014,0.036,,,,,0.254,-6.54,0.591,0.051,91.258,,
242,1.1,1.455,1.455,0.52,0.049,0.013,0.029,0.399,0.37,2.679,182.998,0.228,-7.056,0.52,0.049,720.706,,
242,1.1,,,0.697,0.051,0.014,0.036,,,,,0.252,-6.524,0.697,0.051,87.933,,
243,1.1,1.456,1.456,0.521,0.048,0.013,0.029,0.396,0.366,2.663,184.92,0.228,-7.047,0.521,0.048,712.44,,
243,1.1,,,0.608,0.052,0.014,0.036,,,,,0.252,-6.551,0.608,0.052,90.177,,
244,1.1,1.456,1.456,0.522,0.049,0.013,0.029,0.397,0.37,2.665,185.859,0.228,-7.054,0.522,0.049,723.635,,
244,1.1,,,0.611,0.052,0.014,0.036,,,,,0.252,-6.541,0.611,0.052,89.804,,
245,1.1,1.456,1.456,0.519,0.049,0.013,0.029,0.398,0.373,2.671,186.699,0.228,-7.027,0.519,0.049,771.654,,
245,1.1,,,0.6,0.052,0.014,0.036,,,,,0.252,-6.536,0.6,0.052,93.334,,
246,1.1,1.454,1.454,0.521,0.049,0.013,0.029,0.398,0.372,2.667,187.241,0.228,-7.078,0.521,0.049,715.861,,
246,1.1,,,0.493,0.052,0.014,0.036,,,,,0.252,-6.542,0.493,0.052,89.309,,
247,1.1,1.453,1.453,0.523,0.049,0.013,0.029,0.398,0.372,2.667,190.201,0.228,-7.053,0.523,0.049,720.749,,
247,1.1,,,0.639,0.052,0.014,0.036,,,,,0.253,-6.532,0.639,0.052,88.738,,
248,1.1,1.456,1.456,0.521,0.049,0.013,0.029,0.397,0.374,2.663,189.326,0.228,-7.04,0.521,0.049,717.16,,
248,1.1,,,0.447,0.052,0.014,0.036,,,,,0.252,-6.539,0.447,0.052,90.603,,
249,1.1,1.453,1.453,0.522,0.049,0.013,0.029,0.398,0.377,2.671,185.148,0.228,-7.075,0.522,0.049,720.372,,
249,1.1,,,0.722,0.052,0.014,0.036,,,,,0.252,-6.526,0.722,0.052,90.824,,
250,1.1,1.454,1.454,0.521,0.049,0.013,0.029,0.396,0.373,2.658,187.031,0.227,-7.059,0.521,0.049,718.104,,
250,1.1,,,0.444,0.053,0.014,0.036,,,,,0.252,-6.54,0.444,0.053,92.959,,
250,,,,,,,,,,,,,,,,56.816,-7.478,
250,,,,,,,,,,,,,,,,,,70.233
251,1.1,1.452,1.452,0.522,0.05,0.013,0.029,0.398,0.378,2.669,187.509,0.227,-7.069,0.522,0.05,722.756,,
251,1.1,,,0.57,0.052,0.014,0.036,,,,,0.252,-6.534,0.57,0.052,90.032,,
252,1.1,1.454,1.454,0.522,0.049,0.013,0.029,0.397,0.378,2.655,190.424,0.227,-7.042,0.522,0.049,719.679,,
252,1.1,,,0.662,0.052,0.014,0.036,,,,,0.251,-6.544,0.662,0.052,88.951,,
253,1.1,1.451,1.451,0.524,0.05,0.013,0.029,0.399,0.382,2.66,190.584,0.227,-7.076,0.524,0.05,726.834,,
253,1.1,,,0.644,0.053,0.014,0.036,,,,,0.252,-6.529,0.644,0.053,89.526,,
254,1.1,1.451,1.451,0.522,0.05,0.013,0.029,0.397,0.378,2.656,187.34,0.228,-7.052,0.522,0.05,716.432,,
254,1.1,,,0.582,0.052,0.014,0.036,,,,,0.253,-6.524,0.582,0.052,88.738,,
255,1.1,1.452,1.452,0.523,0.05,0.013,0.029,0.397,0.379,2.656,190.564,0.227,-7.092,0.523,0.05,715.754,,
255,1.1,,,0.473,0.054,0.014,0.036,,,,,0.252,-6.552,0.473,0.054,101.895,,
256,1.1,1.451,1.451,0.523,0.05,0.013,0.029,0.398,0.381,2.649,190.959,0.227,-7.096,0.523,0.05,735.755,,
256,1.1,,,0.47,0.054,0.014,0.036,,,,,0.251,-6.527,0.47,0.054,98.151,,
257,1.1,1.45,1.45,0.525,0.05,0.013,0.029,0.397,0.381,2.652,190.987,0.227,-7.089,0.525,0.05,720.714,,
257,1.1,,,0.486,0.054,0.014,0.036,,,,,0.252,-6.529,0.486,0.054,87.566,,
258,1.1,1.451,1.451,0.522,0.05,0.013,0.029,0.396,0.379,2.649,189.825,0.227,-7.082,0.522,0.05,718.677,,
258,1.1,,,0.651,0.054,0.014,0.036,,,,,0.252,-6.534,0.651,0.054,96.131,,
259,1.1,1.45,1.45,0.523,0.05,0.013,0.029,0.397,0.382,2.653,188.819,0.227,-7.102,0.523,0.05,719.854,,
259,1.1,,,0.647,0.053,0.014,0.036,,,,,0.252,-6.541,0.647,0.053,91.376,,
260,1.1,1.451,1.451,0.524,0.05,0.013,0.029,0.396,0.376,2.647,189.505,0.227,-7.099,0.524,0.05,722.341,,
260,1.1,,,0.468,0.054,0.014,0.036,,,,,0.252,-6.527,0.468,0.054,90.153,,
261,1.1,1.449,1.449,0.525,0.051,0.013,0.029,0.395,0.374,2.645,188.45,0.227,-7.065,0.525,0.051,720.769,,
261,1.1,,,0.546,0.054,0.014,0.036,,,,,0.252,-6.524,0.546,0.054,90.717,,
262,1.1,1.45,1.45,0.525,0.05,0.013,0.028,0.395,0.379,2.639,193.477,0.227,-7.097,0.525,0.05,722.591,,
262,1.1,,,0.59,0.054,0.014,0.036,,,,,0.252,-6.525,0.59,0.054,102.76,,
263,1.1,1.451,1.451,0.524,0.051,0.013,0.028,0.397,0.386,2.64,191.998,0.227,-7.085,0.524,0.051,721.854,,
263,1.1,,,0.635,0.053,0.014,0.036,,,,,0.252,-6.523,0.635,0.053,96.937,,
264,1.1,1.45,1.45,0.525,0.051,0.013,0.028,0.396,0.381,2.637,188.825,0.227,-7.091,0.525,0.051,724.857,,
264,1.1,,,0.647,0.054,0.014,0.036,,,,,0.252,-6.539,0.647,0.054,89.535,,
265,1.1,1.448,1.448,0.525,0.051,0.013,0.029,0.398,0.385,2.648,188.284,0.227,-7.102,0.525,0.051,719.655,,
265,1.1,,,0.524,0.055,0.014,0.036,,,,,0.251,-6.536,0.524,0.055,89.959,,
266,1.1,1.45,1.45,0.524,0.051,0.013,0.028,0.396,0.384,2.641,187.784,0.227,-7.08,0.524,0.051,733.123,,
266,1.1,,,0.631,0.054,0.014,0.036,,,,,0.252,-6.524,0.631,0.054,118.705,,
267,1.1,1.449,1.449,0.524,0.051,0.013,0.028,0.396,0.379,2.642,192.392,0.227,-7.085,0.524,0.051,752.554,,
267,1.1,,,0.589,0.054,0.014,0.036,,,,,0.252,-6.525,0.589,0.054,129.968,,
268,1.1,1.45,1.45,0.524,0.051,0.013,0.028,0.396,0.376,2.63,193.085,0.227,-7.08,0.524,0.051,772.034,,
268,1.1,,,0.691,0.054,0.014,0.036,,,,,0.252,-6.54,0.691,0.054,174.569,,
269,1.1,1.449,1.449,0.522,0.051,0.013,0.028,0.397,0.377,2.635,192.431,0.227,-7.115,0.522,0.051,763.97,,
269,1.1,,,0.512,0.055,0.014,0.036,,,,,0.251,-6.551,0.512,0.055,132.259,,
270,1.1,1.449,1.449,0.525,0.051,0.013,0.028,0.396,0.377,2.631,189.3,0.227,-7.107,0.525,0.051,769.992,,
270,1.1,,,0.59,0.055,0.014,0.036,,,,,0.252,-6.536,0.59,0.055,148.838,,
271,1.1,1.446,1.446,0.525,0.052,0.013,0.028,0.396,0.375,2.632,189.444,0.227,-7.096,0.525,0.052,770.796,,
271,1.1,,,0.668,0.054,0.014,0.036,,,,,0.252,-6.517,0.668,0.054,141.923,,
272,1.1,1.447,1.447,0.524,0.052,0.013,0.028,0.395,0.376,2.627,190.702,0.227,-7.112,0.524,0.052,754.023,,
272,1.1,,,0.684,0.055,0.014,0.036,,,,,0.252,-6.524,0.684,0.055,126.9,,
273,1.1,1.445,1.445,0.526,0.052,0.013,0.028,0.398,0.383,2.628,192.734,0.227,-7.113,0.526,0.052,741.937,,
273,1.1,,,0.726,0.054,0.014,0.036,,,,,0.253,-6.527,0.726,0.054,121.304,,
274,1.1,1.447,1.447,0.525,0.052,0.013,0.028,0.396,0.383,2.622,187.889,0.227,-7.102,0.525,0.052,741.954,,
274,1.1,,,0.655,0.055,0.014,0.036,,,,,0.252,-6.539,0.655,0.055,118.358,,
275,1.1,1.445,1.445,0.525,0.052,0.013,0.028,0.396,0.381,2.619,191.072,0.227,-7.075,0.525,0.052,741.363,,
275,1.1,,,0.602,0.055,0.014,0.036,,,,,0.251,-6.534,0.602,0.055,123.208,,
275,,,,,,,,,,,,,,,,65.787,-7.498,
275,,,,,,,,,,,,,,,,,,103.572
276,1.1,1.447,1.447,0.526,0.052,0.013,0.028,0.396,0.384,2.617,190.507,0.227,-7.086,0.526,0.052,738.293,,
276,1.1,,,0.444,0.056,0.014,0.036,,,,,0.252,-6.512,0.444,0.056,105.226,,
277,1.1,1.446,1.446,0.526,0.052,0.013,0.028,0.395,0.382,2.617,192.603,0.227,-7.114,0.526,0.052,736.772,,
277,1.1,,,0.419,0.056,0.014,0.036,,,,,0.253,-6.535,0.419,0.056,111.899,,
278,1.1,1.445,1.445,0.524,0.052,0.013,0.028,0.396,0.38,2.62,187.916,0.227,-7.107,0.524,0.052,760.621,,
278,1.1,,,0.523,0.056,0.014,0.036,,,,,0.252,-6.525,0.523,0.056,136.327,,
279,1.1,1.444,1.444,0.528,0.053,0.013,0.028,0.396,0.382,2.618,191.486,0.227,-7.107,0.528,0.053,754.051,,
279,1.1,,,0.555,0.056,0.014,0.036,,,,,0.252,-6.505,0.555,0.056,216.671,,
280,1.1,1.445,1.445,0.526,0.053,0.013,0.028,0.395,0.375,2.617,188.02,0.227,-7.083,0.526,0.053,831.947,,
280,1.1,,,0.599,0.056,0.014,0.036,,,,,0.252,-6.558,0.599,0.056,229.95,,
281,1.1,1.443,1.443,0.524,0.053,0.013,0.028,0.396,0.376,2.62,190.832,0.227,-7.11,0.524,0.053,748.177,,
281,1.1,,,0.708,0.056,0.014,0.036,,,,,0.254,-6.565,0.708,0.056,129.413,,
282,1.1,1.446,1.446,0.526,0.053,0.013,0.028,0.393,0.375,2.614,190.029,0.227,-7.121,0.526,0.053,827.328,,
282,1.1,,,0.555,0.056,0.014,0.036,,,,,0.251,-6.543,0.555,0.056,107.082,,
283,1.1,1.443,1.443,0.526,0.053,0.013,0.028,0.397,0.383,2.618,187.093,0.226,-7.093,0.526,0.053,735.737,,
283,1.1,,,0.676,0.056,0.014,0.036,,,,,0.251,-6.559,0.676,0.056,144.697,,
284,1.1,1.444,1.444,0.524,0.053,0.013,0.028,0.397,0.387,2.623,196.087,0.227,-7.116,0.524,0.053,732.795,,
284,1.1,,,0.689,0.057,0.014,0.036,,,,,0.253,-6.515,0.689,0.057,127.455,,
285,1.1,1.444,1.444,0.527,0.053,0.013,0.028,0.396,0.385,2.606,193.886,0.226,-7.121,0.527,0.053,724.246,,
285,1.1,,,0.72,0.056,0.014,0.036,,,,,0.252,-6.555,0.72,0.056,149.674,,
286,1.1,1.443,1.443,0.527,0.053,0.013,0.028,0.397,0.388,2.624,191.399,0.226,-7.119,0.527,0.053,724.57,,
286,1.1,,,0.591,0.057,0.014,0.036,,,,,0.252,-6.544,0.591,0.057,105.138,,
287,1.1,1.443,1.443,0.526,0.053,0.013,0.028,0.395,0.386,2.614,192.584,0.226,-7.106,0.526,0.053,737.778,,
287,1.1,,,0.683,0.056,0.014,0.036,,,,,0.252,-6.534,0.683,0.056,140.635,,
288,1.1,1.443,1.443,0.526,0.053,0.013,0.028,0.395,0.382,2.611,190.978,0.227,-7.13,0.526,0.053,759.393,,
288,1.1,,,0.645,0.056,0.014,0.036,,,,,0.252,-6.544,0.645,0.056,131.987,,
289,1.1,1.443,1.443,0.526,0.054,0.013,0.028,0.396,0.384,2.609,188.68,0.226,-7.099,0.526,0.054,729.3,,
289,1.1,,,0.572,0.057,0.014,0.036,,,,,0.252,-6.541,0.572,0.057,91.079,,
290,1.1,1.443,1.443,0.527,0.054,0.013,0.028,0.396,0.392,2.609,187.936,0.226,-7.127,0.527,0.054,727.848,,
290,1.1,,,0.675,0.057,0.014,0.036,,,,,0.252,-6.556,0.675,0.057,105.201,,
291,1.1,1.442,1.442,0.527,0.054,0.013,0.028,0.396,0.394,2.611,190.704,0.227,-7.134,0.527,0.054,721.162,,
291,1.1,,,0.646,0.057,0.014,0.036,,,,,0.251,-6.533,0.646,0.057,146.615,,
292,1.1,1.443,1.443,0.525,0.054,0.013,0.028,0.396,0.395,2.606,192.529,0.226,-7.129,0.525,0.054,730.76,,
292,1.1,,,0.454,0.058,0.014,0.036,,,,,0.252,-6.55,0.454,0.058,100.047,,
293,1.1,1.443,1.443,0.526,0.054,0.013,0.028,0.395,0.393,2.6,191.532,0.227,-7.148,0.526,0.054,718.024,,
293,1.1,,,0.464,0.058,0.014,0.036,,,,,0.252,-6.553,0.464,0.058,89.622,,
294,1.1,1.442,1.442,0.527,0.054,0.013,0.028,0.395,0.385,2.603,191.402,0.226,-7.114,0.527,0.054,719.71,,
294,1.1,,,0.542,0.058,0.014,0.036,,,,,0.253,-6.54,0.542,0.058,126.268,,
295,1.1,1.441,1.441,0.527,0.054,0.013,0.028,0.396,0.381,2.604,190.795,0.226,-7.117,0.527,0.054,725.067,,
295,1.1,,,0.577,0.058,0.014,0.036,,,,,0.252,-6.545,0.577,0.058,93.939,,
296,1.1,1.442,1.442,0.527,0.054,0.013,0.028,0.396,0.383,2.602,188.322,0.226,-7.159,0.527,0.054,722.763,,
296,1.1,,,0.514,0.059,0.014,0.036,,,,,0.252,-6.525,0.514,0.059,91.07,,
297,1.1,1.44,1.44,0.526,0.055,0.013,0.028,0.398,0.388,2.609,190.732,0.226,-7.126,0.526,0.055,722.313,,
297,1.1,,,0.547,0.058,0.014,0.036,,,,,0.251,-6.546,0.547,0.058,89.673,,
298,1.1,1.44,1.44,0.527,0.055,0.013,0.028,0.396,0.386,2.608,189.17,0.226,-7.106,0.527,0.055,735.424,,
298,1.1,,,0.529,0.058,0.014,0.036,,,,,0.252,-6.548,0.529,0.058,109.013,,
299,1.1,1.441,1.441,0.527,0.055,0.013,0.028,0.396,0.39,2.596,188.305,0.226,-7.114,0.527,0.055,746.879,,
299,1.1,,,0.588,0.058,0.014,0.036,,,,,0.251,-6.548,0.588,0.058,115.872,,
300,1.1,1.439,1.439,0.528,0.055,0.013,0.028,0.396,0.393,2.595,192.254,0.226,-7.136,0.528,0.055,738.106,,
300,1.1,,,0.395,0.06,0.014,0.036,,,,,0.252,-6.525,0.395,0.06,90.771,,
300,,,,,,,,,,,,,,,,58.2,-7.469,
300,,,,,,,,,,,,,,,,,,79.754
301,1.1,1.44,1.44,0.529,0.055,0.013,0.028,0.395,0.391,2.598,190.081,0.226,-7.13,0.529,0.055,723.485,,
301,1.1,,,0.569,0.058,0.014,0.036,,,,,0.251,-6.548,0.569,0.058,101.754,,
302,1.1,1.439,1.439,0.528,0.055,0.013,0.028,0.395,0.388,2.588,192.208,0.226,-7.137,0.528,0.055,737.527,,
302,1.1,,,0.696,0.058,0.014,0.036,,,,,0.251,-6.525,0.696,0.058,92.846,,
303,1.1,1.439,1.439,0.528,0.055,0.013,0.028,0.394,0.384,2.584,190.787,0.226,-7.136,0.528,0.055,733.332,,
303,1.1,,,0.692,0.058,0.014,0.036,,,,,0.251,-6.553,0.692,0.058,135.869,,
304,1.1,1.438,1.438,0.528,0.055,0.013,0.028,0.396,0.385,2.592,189.366,0.226,-7.139,0.528,0.055,730.948,,
304,1.1,,,0.604,0.059,0.014,0.036,,,,,0.251,-6.545,0.604,0.059,100.398,,
305,1.1,1.437,1.437,0.528,0.055,0.013,0.028,0.395,0.388,2.586,190.798,0.226,-7.141,0.528,0.055,770.291,,
305,1.1,,,0.627,0.059,0.014,0.036,,,,,0.252,-6.551,0.627,0.059,149.835,,
306,1.1,1.438,1.438,0.529,0.056,0.013,0.028,0.397,0.392,2.588,190.569,0.226,-7.138,0.529,0.056,747.194,,
306,1.1,,,0.599,0.059,0.014,0.036,,,,,0.251,-6.555,0.599,0.059,140.587,,
307,1.1,1.438,1.438,0.528,0.056,0.013,0.028,0.394,0.387,2.588,191.317,0.226,-7.142,0.528,0.056,754.059,,
307,1.1,,,0.628,0.059,0.014,0.036,,,,,0.251,-6.529,0.628,0.059,106.528,,
308,1.1,1.438,1.438,0.53,0.056,0.013,0.028,0.396,0.388,2.589,194.116,0.226,-7.128,0.53,0.056,755.62,,
308,1.1,,,0.535,0.059,0.014,0.036,,,,,0.251,-6.557,0.535,0.059,110.589,,
309,1.1,1.438,1.438,0.529,0.056,0.013,0.028,0.396,0.385,2.589,193.818,0.226,-7.115,0.529,0.056,744.424,,
309,1.1,,,0.562,0.059,0.014,0.036,,,,,0.252,-6.545,0.562,0.059,111.177,,
310,1.1,1.436,1.436,0.529,0.056,0.013,0.028,0.396,0.377,2.585,193.894,0.226,-7.17,0.529,0.056,720.694,,
310,1.1,,,0.647,0.059,0.014,0.036,,,,,0.252,-6.536,0.647,0.059,94.797,,
311,1.1,1.437,1.437,0.53,0.056,0.013,0.028,0.395,0.377,2.583,191.719,0.226,-7.149,0.53,0.056,738.359,,
311,1.1,,,0.764,0.059,0.014,0.036,,,,,0.251,-6.52,0.764,0.059,109.462,,
312,1.1,1.436,1.436,0.528,0.056,0.013,0.028,0.396,0.385,2.586,189.614,0.225,-7.156,0.528,0.056,749.138,,
312,1.1,,,0.607,0.06,0.014,0.036,,,,,0.251,-6.544,0.607,0.06,118.866,,
313,1.1,1.435,1.435,0.531,0.056,0.013,0.028,0.397,0.384,2.584,192.965,0.225,-7.14,0.531,0.056,763.358,,
313,1.1,,,0.565,0.06,0.014,0.036,,,,,0.252,-6.526,0.565,0.06,135.082,,
314,1.1,1.434,1.434,0.531,0.056,0.013,0.028,0.396,0.382,2.578,194.325,0.225,-7.157,0.531,0.056,733.646,,
314,1.1,,,0.532,0.061,0.014,0.036,,,,,0.252,-6.521,0.532,0.061,96.794,,
315,1.1,1.437,1.437,0.531,0.056,0.013,0.028,0.395,0.38,2.581,191.162,0.226,-7.126,0.531,0.056,722.65,,
315,1.1,,,0.673,0.06,0.014,0.036,,,,,0.252,-6.538,0.673,0.06,94.18,,
316,1.1,1.434,1.434,0.53,0.057,0.013,0.028,0.397,0.384,2.582,188.752,0.226,-7.167,0.53,0.057,760.158,,
316,1.1,,,0.483,0.061,0.014,0.036,,,,,0.252,-6.572,0.483,0.061,105.641,,
317,1.1,1.433,1.433,0.53,0.057,0.013,0.028,0.396,0.387,2.58,188.154,0.226,-7.157,0.53,0.057,763.177,,
317,1.1,,,0.49,0.061,0.014,0.036,,,,,0.252,-6.521,0.49,0.061,110.707,,
318,1.1,1.434,1.434,0.531,0.057,0.013,0.028,0.396,0.386,2.58,194.628,0.225,-7.133,0.531,0.057,730.708,,
318,1.1,,,0.676,0.06,0.014,0.036,,,,,0.252,-6.53,0.676,0.06,115.92,,
319,1.1,1.434,1.434,0.531,0.057,0.013,0.028,0.395,0.381,2.576,194.689,0.225,-7.148,0.531,0.057,748.462,,
319,1.1,,,0.783,0.06,0.014,0.036,,,,,0.251,-6.556,0.783,0.06,91.496,,
320,1.1,1.434,1.434,0.529,0.057,0.013,0.028,0.396,0.384,2.585,194.666,0.225,-7.151,0.529,0.057,729.896,,
320,1.1,,,0.667,0.062,0.014,0.036,,,,,0.252,-6.538,0.667,0.062,90.408,,
321,1.1,1.435,1.435,0.531,0.057,0.013,0.028,0.394,0.384,2.57,192.897,0.225,-7.136,0.531,0.057,721.215,,
321,1.1,,,0.625,0.06,0.014,0.036,,,,,0.252,-6.55,0.625,0.06,98.248,,
322,1.1,1.433,1.433,0.532,0.057,0.013,0.028,0.395,0.386,2.566,192.487,0.226,-7.15,0.532,0.057,750.515,,
322,1.1,,,0.715,0.061,0.014,0.036,,,,,0.252,-6.561,0.715,0.061,91.165,,
323,1.1,1.434,1.434,0.532,0.058,0.013,0.028,0.396,0.386,2.574,194.067,0.225,-7.185,0.532,0.058,723.995,,
323,1.1,,,0.629,0.061,0.014,0.036,,,,,0.251,-6.56,0.629,0.061,86.049,,
324,1.1,1.433,1.433,0.532,0.058,0.013,0.028,0.396,0.38,2.575,191.724,0.225,-7.142,0.532,0.058,709.088,,
324,1.1,,,0.648,0.06,0.014,0.036,,,,,0.252,-6.536,0.648,0.06,85.785,,
325,1.1,1.432,1.432,0.53,0.058,0.013,0.028,0.395,0.379,2.567,191.496,0.225,-7.137,0.53,0.058,709.712,,
325,1.1,,,0.743,0.061,0.014,0.036,,,,,0.251,-6.548,0.743,0.061,85.793,,
325,,,,,,,,,,,,,,,,54.38,-7.499,
325,,,,,,,,,,,,,,,,,,66.248
326,1.1,1.43,1.43,0.532,0.058,0.013,0.028,0.395,0.38,2.571,195.491,0.225,-7.155,0.532,0.058,713.477,,
326,1.1,,,0.688,0.061,0.014,0.036,,,,,0.251,-6.548,0.688,0.061,94.156,,
327,1.1,1.43,1.43,0.53,0.058,0.013,0.028,0.394,0.377,2.555,195.087,0.225,-7.147,0.53,0.058,710.924,,
327,1.1,,,0.444,0.064,0.014,0.036,,,,,0.252,-6.528,0.444,0.064,86.561,,
328,1.1,1.43,1.43,0.532,0.058,0.013,0.028,0.394,0.376,2.552,195.555,0.225,-7.174,0.532,0.058,716.221,,
328,1.1,,,0.6,0.062,0.014,0.036,,,,,0.252,-6.549,0.6,0.062,84.659,,
329,1.1,1.429,1.429,0.533,0.058,0.013,0.028,0.396,0.378,2.559,193.14,0.225,-7.167,0.533,0.058,714.242,,
329,1.1,,,0.45,0.062,0.014,0.036,,,,,0.251,-6.527,0.45,0.062,86.137,,
330,1.1,1.43,1.43,0.534,0.058,0.013,0.028,0.395,0.376,2.554,194.343,0.225,-7.171,0.534,0.058,716.885,,
330,1.1,,,0.631,0.061,0.014,0.036,,,,,0.251,-6.54,0.631,0.061,89.56,,
331,1.1,1.428,1.428,0.535,0.058,0.013,0.028,0.396,0.38,2.561,193.852,0.225,-7.166,0.535,0.058,714.034,,
331,1.1,,,0.671,0.062,0.014,0.036,,,,,0.251,-6.561,0.671,0.062,89.844,,
332,1.1,1.43,1.43,0.533,0.058,0.013,0.028,0.395,0.38,2.558,193.722,0.225,-7.155,0.533,0.058,711.05,,
332,1.1,,,0.686,0.062,0.014,0.036,,,,,0.252,-6.539,0.686,0.062,84.382,,
333,1.1,1.43,1.43,0.533,0.059,0.013,0.028,0.396,0.382,2.552,193.642,0.225,-7.187,0.533,0.059,711.643,,
333,1.1,,,0.532,0.062,0.014,0.036,,,,,0.251,-6.516,0.532,0.062,84.911,,
334,1.1,1.429,1.429,0.533,0.059,0.013,0.028,0.395,0.381,2.555,192.523,0.225,-7.174,0.533,0.059,731.425,,
334,1.1,,,0.549,0.063,0.014,0.036,,,,,0.251,-6.553,0.549,0.063,98.208,,
335,1.1,1.428,1.428,0.534,0.059,0.013,0.028,0.395,0.377,2.554,191.988,0.225,-7.178,0.534,0.059,724.56,,
335,1.1,,,0.6,0.063,0.014,0.036,,,,,0.252,-6.531,0.6,0.063,101.313,,
336,1.1,1.428,1.428,0.534,0.059,0.013,0.028,0.395,0.379,2.553,195.841,0.225,-7.184,0.534,0.059,722.443,,
336,1.1,,,0.684,0.063,0.014,0.036,,,,,0.252,-6.542,0.684,0.063,95.098,,
337,1.1,1.427,1.427,0.534,0.059,0.013,0.028,0.396,0.383,2.555,193.591,0.225,-7.183,0.534,0.059,720.284,,
337,1.1,,,0.481,0.064,0.014,0.036,,,,,0.252,-6.551,0.481,0.064,95.973,,
338,1.1,1.426,1.426,0.533,0.059,0.013,0.028,0.396,0.385,2.554,192.521,0.225,-7.151,0.533,0.059,717.749,,
338,1.1,,,0.616,0.062,0.014,0.036,,,,,0.251,-6.549,0.616,0.062,89.44,,
339,1.1,1.427,1.427,0.534,0.059,0.013,0.028,0.396,0.384,2.549,190.822,0.224,-7.186,0.534,0.059,720.675,,
339,1.1,,,0.511,0.064,0.014,0.036,,,,,0.251,-6.557,0.511,0.064,90.455,,
