Epoch,| bandwidth,d_loss,d_msstftd,adv_msstftd,feat_msstftd,l1,msspec,penalty,ratio1,g_loss,ratio2,mel,sisnr,adv,feat,duration,| sisnr,| duration
33,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,
33,1.1,,,1.577,0.024,0.015,0.034,,,,,0.253,-5.56,1.577,0.024,113.655,,
34,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,
34,1.1,0.673,0.673,1.651,0.023,0.015,0.031,0.261,0.231,1.714,8.895,0.254,-5.258,1.651,0.023,737.698,,
34,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,
34,1.1,,,1.832,0.024,0.015,0.034,,,,,0.251,-5.587,1.832,0.024,175.068,,
35,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,
35,1.1,0.67,0.67,1.663,0.024,0.015,0.031,0.262,0.229,1.714,8.863,0.252,-5.241,1.663,0.024,775.537,,
35,,,,,,,,,,,,,,,,,,
